ID,gender,frame,t(s),x(m),y(m)
1,2,310,10.3436770103437,0.177459,-2.8072
1,2,311,10.377043710377,0.197028,-2.8044
1,2,312,10.4104104104104,0.217866,-2.79724
1,2,313,10.4437771104438,0.247046,-2.79599
1,2,314,10.4771438104771,0.269229,-2.79392
1,2,315,10.5105105105105,0.295279,-2.79064
1,2,316,10.5438772105439,0.3118,-2.78941
1,2,317,10.5772439105772,0.331228,-2.78529
1,2,318,10.6106106106106,0.346676,-2.78461
1,2,319,10.643977310644,0.363144,-2.77891
1,2,320,10.6773440106773,0.386631,-2.77518
1,2,321,10.7107107107107,0.407402,-2.76418
1,2,322,10.7440774107441,0.416643,-2.75426
1,2,323,10.7774441107774,0.436601,-2.7453
1,2,324,10.8108108108108,0.456362,-2.73404
1,2,325,10.8441775108442,0.465296,-2.7241
1,2,326,10.8775442108775,0.483204,-2.7056
1,2,327,10.9109109109109,0.501993,-2.6916
1,2,328,10.9442776109443,0.494505,-2.6819
1,2,329,10.9776443109776,0.516742,-2.66676
1,2,330,11.011011011011,0.531472,-2.64837
1,2,331,11.0443777110444,0.544122,-2.636
1,2,332,11.0777444110777,0.556515,-2.62434
1,2,333,11.1111111111111,0.574872,-2.61333
1,2,334,11.1444778111445,0.599094,-2.59851
1,2,335,11.1778445111778,0.620455,-2.58548
1,2,336,11.2112112112112,0.6678,-2.56392
1,2,337,11.2445779112446,0.679699,-2.55315
1,2,338,11.2779446112779,0.702429,-2.53986
1,2,339,11.3113113113113,0.723075,-2.52594
1,2,340,11.3446780113447,0.741035,-2.51395
1,2,341,11.378044711378,0.767474,-2.49832
1,2,342,11.4114114114114,0.785257,-2.48539
1,2,343,11.4447781114448,0.808766,-2.46491
1,2,344,11.4781448114781,0.833798,-2.45133
1,2,345,11.5115115115115,0.845169,-2.43721
1,2,346,11.5448782115449,0.893386,-2.40436
1,2,347,11.5782449115782,0.931669,-2.3835
1,2,348,11.6116116116116,0.926674,-2.3699
1,2,349,11.644978311645,0.970902,-2.35963
1,2,350,11.6783450116783,1.01386,-2.33185
1,2,351,11.7117117117117,1.04057,-2.30971
1,2,352,11.7450784117451,1.05162,-2.29094
1,2,353,11.7784451117784,1.07138,-2.26932
1,2,354,11.8118118118118,1.08937,-2.24849
1,2,355,11.8451785118452,1.12654,-2.24076
1,2,356,11.8785452118785,1.15756,-2.21284
1,2,357,11.9119119119119,1.16979,-2.19208
1,2,358,11.9452786119453,1.19062,-2.16763
1,2,359,11.9786453119786,1.2061,-2.14618
1,2,360,12.012012012012,1.21946,-2.12263
1,2,361,12.0453787120454,1.24225,-2.09254
1,2,362,12.0787454120787,1.25579,-2.06756
1,2,363,12.1121121121121,1.27242,-2.03892
1,2,364,12.1454788121455,1.28907,-2.01023
1,2,365,12.1788455121788,1.3039,-1.97939
1,2,366,12.2122122122122,1.32511,-1.94762
