ID,next,prev,gender,frame,t(s),x(m),y(m)
1,8,2,1,715,23.8571905238572,3.030316499763336,0.2182171429007109
1,8,2,1,716,23.8905572238906,3.0334426574348683,0.2257047940152274
1,8,2,1,717,23.9239239239239,3.0383704018055107,0.2356595384327203
1,8,2,1,718,23.9572906239573,3.0404513815069656,0.2459417197422544
1,8,2,1,719,23.9906573239907,3.043507194653192,0.2570550212326013
1,8,2,1,720,24.024024024024,3.04815587573055,0.2676081908152915
1,8,2,1,721,24.0573907240574,3.05366621814506,0.2804634194198266
1,8,2,1,722,24.0907574240908,3.0618084870772275,0.2919490266147577
1,8,2,1,723,24.1241241241241,3.0678607032638348,0.3057812346536273
1,8,2,1,724,24.1574908241575,3.076108020332477,0.3194623529255113
1,8,2,1,725,24.1908575241909,3.0817304890843307,0.3338838598209238
1,8,2,1,726,24.2242242242242,3.090737716518894,0.3477344396983893
1,8,2,1,727,24.2575909242576,3.098954279789855,0.3612108870052388
1,8,2,1,728,24.290957624291,3.106327258322007,0.3761695154037394
1,8,2,1,729,24.3243243243243,3.114473040661057,0.3888686017521675
1,8,2,1,730,24.3576910243577,3.123857248039703,0.401887311975325
1,8,2,1,731,24.3910577243911,3.1309967894112707,0.4150667191700236
1,8,2,1,732,24.4244244244244,3.1324612296500263,0.4273418989971019
1,8,2,1,733,24.4577911244578,3.13689610049924,0.4395475231741278
1,8,2,1,734,24.4911578244912,3.1378721118495165,0.4520565859225567
1,8,2,1,735,24.5245245245245,3.139207482696732,0.4647350734388344
1,8,2,1,736,24.5578912245579,3.137782488640703,0.4782431642343646
1,8,2,1,737,24.5912579245913,3.1357390345128526,0.4919879471074176
1,8,2,1,738,24.6246246246246,3.13263000721325,0.5064184375096985
1,8,2,1,739,24.657991324658,3.130260216628002,0.5175667411287282
1,8,2,1,740,24.6913580246914,3.126650326252557,0.5283634647279166
1,8,2,1,741,24.7247247247247,3.119785453595777,0.5408698840158741
1,8,2,1,742,24.7580914247581,3.111247577735413,0.5552734615156831
1,8,2,1,743,24.7914581247915,3.1026924636008544,0.5689659666971567
1,8,2,1,744,24.8248248248248,3.093086796713985,0.5836307860843328
1,8,2,1,745,24.8581915248582,3.0809848798782613,0.5986236987400255
1,8,2,1,746,24.8915582248916,3.070235819227187,0.6115339541642812
1,8,2,1,747,24.9249249249249,3.0546922545243174,0.6260122835336426
1,8,2,1,748,24.9582916249583,3.036011904848381,0.643882427908682
1,8,2,1,749,24.9916583249917,3.0177704554505773,0.6632486523436967
1,8,2,1,750,25.025025025025,2.998784388607219,0.6859854663205833
1,8,2,1,751,25.0583917250584,2.978348217525851,0.7047457231560593
1,8,2,1,752,25.0917584250918,2.9593753838327603,0.7235314297079657
1,8,2,1,753,25.1251251251251,2.9410898418662463,0.7435849036212518
1,8,2,1,754,25.1584918251585,2.9208432869288283,0.7650078858871759
1,8,2,1,755,25.1918585251919,2.902635009603836,0.7878731695691289
1,8,2,1,756,25.2252252252252,2.883230087153587,0.8094963785978514
1,8,2,1,757,25.2585919252586,2.8658131277172254,0.8312196828583027
1,8,2,1,758,25.291958625292,2.8444502573984187,0.8548441055547802
1,8,2,1,759,25.3253253253253,2.822744896530692,0.8799584947689689
1,8,2,1,760,25.3586920253587,2.8004517761040195,0.902456058673576
1,8,2,1,761,25.3920587253921,2.781239923021984,0.9237507129594354
1,8,2,1,762,25.4254254254254,2.754936993433624,0.94903194898677
1,8,2,1,763,25.4587921254588,2.730057606162209,0.97319715308272
1,8,2,1,764,25.4921588254922,2.705068002341428,0.9943039340045092
1,8,2,1,765,25.5255255255255,2.6826649902022703,1.0169975178354689
1,8,2,1,766,25.5588922255589,2.653614952528857,1.0416416532671129
1,8,2,1,767,25.5922589255923,2.6209574715511,1.0677666171175648
1,8,2,1,768,25.6256256256256,2.591737468334096,1.0956641064669363
1,8,2,1,769,25.658992325659,2.565789236419237,1.11892400888489
1,8,2,1,770,25.6923590256924,2.5354943630260105,1.1446547831851
1,8,2,1,771,25.7257257257257,2.498888801723681,1.1701555181106154
1,8,2,1,772,25.7590924257591,2.4707054931796635,1.1899376292090982
1,8,2,1,773,25.7924591257925,2.440333262370929,1.2090333589856996
1,8,2,1,774,25.8258258258258,2.408719038754126,1.2306074862011125
1,8,2,1,775,25.8591925258592,2.37335639066479,1.2471508963728315
1,8,2,1,776,25.8925592258926,2.3437441936896297,1.2637434184928804
1,8,2,1,777,25.9259259259259,2.3155817919368578,1.2793386975065908
1,8,2,1,778,25.9592926259593,2.2845438180198943,1.295284953340794
1,8,2,1,779,25.9926593259927,2.251883934716199,1.3062692932203248
1,8,2,1,780,26.026026026026,2.216664249791513,1.318088747260415
1,8,2,1,781,26.0593927260594,2.1838625498420257,1.328659943050098
1,8,2,1,782,26.0927594260928,2.146103898955896,1.3398013470576449
1,8,2,1,783,26.1261261261261,2.109682534781858,1.3500915964084674
1,8,2,1,784,26.1594928261595,2.070359925157033,1.3627268990282568
1,8,2,1,785,26.1928595261929,2.03263612704328,1.375488699679918
1,8,2,1,786,26.2262262262262,1.9930141546719613,1.389481530180088
1,8,2,1,787,26.2595929262596,1.9535095284379853,1.4028473599752738
1,8,2,1,788,26.292959626293,1.914922127556584,1.4182379607828448
1,8,2,1,789,26.3263263263263,1.8764657650884715,1.432880678622136
1,8,2,1,790,26.3596930263597,1.8404871355129968,1.4470330499383084
1,8,2,1,791,26.3930597263931,1.801306228938606,1.4629454275107796
1,8,2,1,792,26.4264264264264,1.7634885934041578,1.4769738751292305
1,8,2,1,793,26.4597931264598,1.723965861903804,1.4890388697314232
1,8,2,1,794,26.4931598264932,1.6871066421451255,1.5018655107095389
1,8,2,1,795,26.5265265265265,1.64686493984341,1.5137779242290603
1,8,2,1,796,26.5598932265599,1.6092581768257437,1.5249514230245609
1,8,2,1,797,26.5932599265933,1.5692278417323362,1.5365022789369824
1,8,2,1,798,26.6266266266266,1.5284314472725744,1.5492949291347915
1,8,2,1,799,26.65999332666,1.4867748736525428,1.561151314513098
1,8,2,1,800,26.6933600266934,1.4405610132280782,1.5726056588709416
1,8,2,1,801,26.7267267267267,1.397849824395738,1.5857389885526407
1,8,2,1,802,26.7600934267601,1.3516875780452726,1.6014264329550578
1,8,2,1,803,26.7934601267935,1.3081287282185,1.6140534318767608
1,8,2,1,804,26.8268268268268,1.2641676261297423,1.6251193436395497
1,8,2,1,805,26.8601935268602,1.2200907766503648,1.634358810072862
1,8,2,1,806,26.8935602268936,1.1724031713108558,1.6439076728838573
1,8,2,1,807,26.9269269269269,1.1296793830059082,1.6517944717829067
1,8,2,1,808,26.9602936269603,1.0860249656099816,1.6578975314927742
1,8,2,1,809,26.9936603269937,1.0434677622432984,1.6623709340687542
1,8,2,1,810,27.027027027027,0.9988149956804608,1.6665636252432527
1,8,2,1,811,27.0603937270604,0.9558908855103188,1.668182317956992
1,8,2,1,812,27.0937604270938,0.9144212045793934,1.6678221798067832
1,8,2,1,813,27.1271271271271,0.8701566599084798,1.664614410944052
1,8,2,1,814,27.1604938271605,0.8268552719228105,1.663218717741902
1,8,2,1,815,27.1938605271939,0.7845283427528438,1.6612712691442193
1,8,2,1,816,27.2272272272272,0.7402431066911519,1.659636739254546
1,8,2,1,817,27.2605939272606,0.6937127253213993,1.6567780335009987
1,8,2,1,818,27.293960627294,0.644480575251771,1.657605779549981
1,8,2,1,819,27.3273273273273,0.5990304900122266,1.6570937515056767
1,8,2,1,820,27.3606940273607,0.5506720021426671,1.6580259167108091
1,8,2,1,821,27.3940607273941,0.5023749908720226,1.658564324848976
1,8,2,1,822,27.4274274274274,0.4552097036115464,1.6622778545225818
1,8,2,1,823,27.4607941274608,0.408807980146276,1.6674534260323366
1,8,2,1,824,27.4941608274942,0.3630644471798209,1.670761991846527
1,8,2,1,825,27.5275275275275,0.317198382569989,1.674617720338878
1,8,2,1,826,27.5608942275609,0.2695212881627113,1.6776470983228104
1,8,2,1,827,27.5942609275943,0.2246857297308145,1.681498888892138
1,8,2,1,828,27.6276276276276,0.1802355096582069,1.684709633879264
1,8,2,1,829,27.660994327661,0.1340782287630101,1.687559224577504
1,8,2,1,830,27.6943610276944,0.0886433215523891,1.6889590222672657
1,8,2,1,831,27.7277277277277,0.0436219679952823,1.6925501794130875
1,8,2,1,832,27.7610944277611,-0.0060665956916217,1.6954646721189417
1,8,2,1,833,27.7944611277945,-0.0555507263176734,1.7001208525475606
1,8,2,1,834,27.8278278278278,-0.1064460453235491,1.7072943387495512
1,8,2,1,835,27.8611945278612,-0.1594846581330299,1.7146903011781995
1,8,2,1,836,27.8945612278946,-0.211493205540046,1.720359988348772
1,8,2,1,837,27.9279279279279,-0.2615120557334489,1.725895358736553
1,8,2,1,838,27.9612946279613,-0.3127514266588426,1.7330768622121435
1,8,2,1,839,27.9946613279947,-0.3609735325446833,1.735694199205112
1,8,2,1,840,28.028028028028,-0.4104226256713039,1.7364331775233426
1,8,2,1,841,28.0613947280614,-0.455403123289652,1.737448666570929
1,8,2,1,842,28.0947614280948,-0.4991255144666947,1.737496985942427
1,8,2,1,843,28.1281281281281,-0.5419651160582304,1.7304293515094291
1,8,2,1,844,28.1614948281615,-0.5850807415342572,1.7261199431032803
1,8,2,1,845,28.1948615281949,-0.6273166025198089,1.7207129872305962
1,8,2,1,846,28.2282282282282,-0.6703951988632637,1.7122759841443296
1,8,2,1,847,28.2615949282616,-0.7131338339845199,1.703791123274985
1,8,2,1,848,28.294961628295,-0.7542684265428493,1.6936600572372853
1,8,2,1,849,28.3283283283283,-0.7998258843432304,1.6844116757698884
1,8,2,1,850,28.3616950283617,-0.8470501709762437,1.6762420077225924
1,8,2,1,851,28.3950617283951,-0.8952167878814333,1.669733934589269
1,8,2,1,852,28.4284284284284,-0.9454204816465386,1.662761837893184
1,8,2,1,853,28.4617951284618,-0.9944714796428537,1.6554289192678684
1,8,2,1,854,28.4951618284952,-1.0456087789659878,1.6491766702376245
1,8,2,1,855,28.5285285285285,-1.0944730649894994,1.6459796479648805
1,8,2,1,856,28.5618952285619,-1.1447017812906526,1.6404408250991187
1,8,2,1,857,28.5952619285953,-1.19488483791889,1.635200021015096
1,8,2,1,858,28.6286286286286,-1.2435691721034647,1.6287491214650616
1,8,2,1,859,28.661995328662,-1.2917024351832689,1.6211578181981414
1,8,2,1,860,28.6953620286954,-1.341282013618796,1.613101572040319
1,8,2,1,861,28.7287287287287,-1.3865331832333163,1.6018444077207443
1,8,2,1,862,28.7620954287621,-1.4358097916647,1.5903976587718025
1,8,2,1,863,28.7954621287955,-1.4823729282096345,1.577226534480468
1,8,2,1,864,28.8288288288288,-1.529754502540828,1.5644888379109316
1,8,2,1,865,28.8621955288622,-1.5766146111483768,1.5513833458832078
1,8,2,1,866,28.8955622288956,-1.6276255249582132,1.5393265273855508
1,8,2,1,867,28.9289289289289,-1.678231639763165,1.524484706596037
1,8,2,1,868,28.9622956289623,-1.7288704300517044,1.514751597220645
1,8,2,1,869,28.9956623289957,-1.782705400674682,1.505366239581048
1,8,2,1,870,29.029029029029,-1.831985502768357,1.49308853468001
1,8,2,1,871,29.0623957290624,-1.8801228815929631,1.4827436731586408
1,8,2,1,872,29.0957624290958,-1.925898346047248,1.4727556876763457
1,8,2,1,873,29.1291291291291,-1.9686035337077068,1.4613550803730038
1,8,2,1,874,29.1624958291625,-2.011080902822705,1.4441746288926671
1,8,2,1,875,29.1958625291959,-2.0499333603219023,1.4296681287540034
1,8,2,1,876,29.2292292292292,-2.0871885477206806,1.412774762840666
1,8,2,1,877,29.2625959292626,-2.121960330198956,1.3958814255953642
1,8,2,1,878,29.295962629296,-2.1578518781804656,1.373098621038177
1,8,2,1,879,29.3293293293293,-2.1929291051973028,1.3541985193239197
1,8,2,1,880,29.3626960293627,-2.222191479205749,1.334092438965237
1,8,2,1,881,29.3960627293961,-2.2533174708682298,1.3110999370781613
1,8,2,1,882,29.4294294294294,-2.2794443742514794,1.2894876947233678
1,8,2,1,883,29.4627961294628,-2.3075276010630104,1.265895124455334
1,8,2,1,884,29.4961628294962,-2.333858628471233,1.2380950849656602
1,8,2,1,885,29.5295295295295,-2.363255038786949,1.213329634019835
1,8,2,1,886,29.5628962295629,-2.395487613240655,1.186609938211568
1,8,2,1,887,29.5962629295963,-2.425880899362166,1.1634588721727015
1,8,2,1,888,29.6296296296296,-2.457636112558865,1.1408798678803906
1,8,2,1,889,29.662996329663,-2.484885132640049,1.115435100233284
1,8,2,1,890,29.6963630296964,-2.514856432869589,1.093266295313967
1,8,2,1,891,29.7297297297297,-2.5412233312292125,1.0714693602107626
1,8,2,1,892,29.7630964297631,-2.571039798981115,1.0516817152826825
1,8,2,1,893,29.7964631297965,-2.600513370343224,1.0311761406464368
1,8,2,1,894,29.8298298298298,-2.630598442043824,1.0079828860932316
1,8,2,1,895,29.8631965298632,-2.65680488918275,0.9859992978202796
1,8,2,1,896,29.8965632298966,-2.6852138106245778,0.9621153738019768
1,8,2,1,897,29.9299299299299,-2.710855269217704,0.9371551369197472
1,8,2,1,898,29.9632966299633,-2.7394358851873744,0.9103772325993158
1,8,2,1,899,29.9966633299967,-2.76468140537348,0.8841825821810919
1,8,2,1,900,30.03003003003,-2.7921786273038727,0.8585875985493189
1,8,2,1,901,30.0633967300634,-2.822828559082504,0.8307305148727169
1,8,2,1,902,30.0967634300968,-2.84875972681032,0.7996690787135191
1,8,2,1,903,30.1301301301301,-2.8800906008947145,0.7720028944246118
1,8,2,1,904,30.1634968301635,-2.9134944444327124,0.7433788883128013
1,8,2,1,905,30.1968635301969,-2.945499011818506,0.7175705084634543
1,8,2,1,906,30.2302302302302,-2.9794467247927523,0.6867850040203203
1,8,2,1,907,30.2635969302636,-3.011357082457194,0.6578063488629908
1,8,2,1,908,30.296963630297,-3.039817401731383,0.6308398902929225
1,8,2,1,909,30.3303303303303,-3.068875421421722,0.6001115574277012
1,8,2,1,910,30.3636970303637,-3.0917285330939723,0.5704609617693391
1,8,2,1,911,30.3970637303971,-3.1148017954917337,0.5381382258343343
1,8,2,1,912,30.4304304304304,-3.134398066481778,0.5083419806969892
1,8,2,1,913,30.4637971304638,-3.1484789656774628,0.4764021455871932
1,8,2,1,914,30.4971638304972,-3.163576714218488,0.4430205523808771
1,8,2,1,915,30.5305305305305,-3.1772027989540765,0.4048553825164765
1,8,2,1,916,30.5638972305639,-3.183568191349274,0.3709079977032812
1,8,2,1,917,30.5972639305973,-3.1889603647397458,0.3318376577108126
1,8,2,1,918,30.6306306306306,-3.1935820430543584,0.2923744547166785
1,8,2,1,919,30.663997330664,-3.1973861873305385,0.2536070188215099
1,8,2,1,920,30.6973640306974,-3.1973435965329764,0.2158229079806556
1,8,2,1,921,30.7307307307307,-3.19990473556388,0.1766981985864469
1,8,2,1,922,30.7640974307641,-3.203203550221704,0.139739023941682
1,8,2,1,923,30.7974641307975,-3.2092795623554315,0.0998489498867147
1,8,2,1,924,30.8308308308308,-3.211276315754483,0.0619396985738309
1,8,2,1,925,30.8641975308642,-3.2215163937190097,0.0291506866448261
1,8,2,1,926,30.8975642308976,-3.222515760445526,-0.0063506639090039
1,8,2,1,927,30.9309309309309,-3.227493682844408,-0.041338088629762
1,8,2,1,928,30.9642976309643,-3.2303670347444093,-0.0749557808893261
1,8,2,1,929,30.9976643309977,-3.2334418396379183,-0.1085959607322885
1,8,2,1,930,31.031031031031,-3.234670299640652,-0.1457936462385358
1,8,2,1,931,31.0643977310644,-3.234845389672881,-0.1810437918337048
1,8,2,1,932,31.0977644310978,-3.234378818983416,-0.217807593769736
1,8,2,1,933,31.1311311311311,-3.2270425964229785,-0.2555222285889112
1,8,2,1,934,31.1644978311645,-3.22606424013614,-0.2968510715436324
1,8,2,1,935,31.1978645311979,-3.215652520981879,-0.3381716071797152
1,8,2,1,936,31.2312312312312,-3.2079617518068453,-0.3798211902448115
1,8,2,1,937,31.2645979312646,-3.20179603993376,-0.4209542501005783
1,8,2,1,938,31.297964631298,-3.195674159898452,-0.4644522570530043
1,8,2,1,939,31.3313313313313,-3.1883572087399057,-0.5088400285868788
1,8,2,1,940,31.3646980313647,-3.1865552423305856,-0.5476375068175536
1,8,2,1,941,31.3980647313981,-3.1820763345322742,-0.5888564038058796
1,8,2,1,942,31.4314314314314,-3.1726908002681538,-0.63217897679707
1,8,2,1,943,31.4647981314648,-3.164569853200724,-0.6681042286365215
1,8,2,1,944,31.4981648314982,-3.1481329102385653,-0.7069987753887172
1,8,2,1,945,31.5315315315315,-3.1349341517414206,-0.7398505672749149
1,8,2,1,946,31.5648982315649,-3.1169508369474976,-0.7765620530664581
1,8,2,1,947,31.5982649315983,-3.0964329741826786,-0.8090493978112052
1,8,2,1,948,31.6316316316316,-3.071581050313579,-0.8446298087279508
1,8,2,1,949,31.664998331665,-3.043270350924016,-0.8770759425511633
1,8,2,1,950,31.6983650316984,-3.0140058472717963,-0.9089011436658336
1,8,2,1,951,31.7317317317317,-2.9790311349324203,-0.9393432985957642
1,8,2,1,952,31.7650984317651,-2.9430640171137514,-0.9678547460479368
1,8,2,1,953,31.7984651317985,-2.902998501180736,-0.995739828673262
1,8,2,1,954,31.8318318318318,-2.864299127867441,-1.0206493349943098
1,8,2,1,955,31.8651985318652,-2.8198715955828484,-1.046890454922801
1,8,2,1,956,31.8985652318986,-2.7812168776870063,-1.071887744463727
1,8,2,1,957,31.9319319319319,-2.743010779812683,-1.0932165274861505
1,8,2,1,958,31.9652986319653,-2.708666323007808,-1.1139023266434973
1,8,2,1,959,31.9986653319987,-2.6723985282227107,-1.135530076443836
1,8,2,1,960,32.032032032032,-2.635519914415404,-1.1575403182337725
1,8,2,1,961,32.0653987320654,-2.596633390697067,-1.1779234159645695
1,8,2,1,962,32.0987654320988,-2.5597333191476994,-1.1995242196452565
