ID,gender,frame,t(s),x(m),y(m),markerID
1,1,84,3.36,-1.471,3.2704,787
1,1,85,3.4,-1.4686,3.3227,787
1,1,86,3.44,-1.4657,3.3698,787
1,1,87,3.48,-1.4666,3.4262,787
1,1,88,3.52,-1.4647,3.4737,787
1,1,89,3.56,-1.4639,3.5288,787
1,1,90,3.6,-1.4635,3.5764,787
1,1,91,3.64,-1.4636,3.6345,787
1,1,92,3.68,-1.4616,3.6843,787
1,1,93,3.72,-1.4702,3.7518,787
1,1,94,3.76,-1.4669,3.8033,787
1,1,95,3.8,-1.4739,3.8535,787
1,1,96,3.84,-1.4961,3.9239,787
1,1,97,3.88,-1.5043,3.9909,787
1,1,98,3.92,-1.5124,4.0304,787
1,1,99,3.96,-1.5269,4.0857,787
1,1,100,4.0,-1.5496,4.15,787
1,1,101,4.04,-1.5541,4.1774,787
1,1,102,4.08,-1.5693,4.2274,787
1,1,103,4.12,-1.5916,4.2849,787
1,1,104,4.16,-1.61,4.3171,787
1,1,105,4.2,-1.6349,4.3692,787
1,1,106,4.24,-1.6613,4.4223,787
1,1,107,4.28,-1.688,4.4751,787
1,1,108,4.32,-1.7137,4.5234,787
1,1,109,4.36,-1.7392,4.5735,787
1,1,110,4.4,-1.7609,4.6212,787
1,1,111,4.44,-1.7947,4.6764,787
1,1,112,4.48,-1.8132,4.7213,787
1,1,113,4.52,-1.8401,4.7634,787
1,1,114,4.56,-1.8662,4.8003,787
1,1,115,4.6,-1.8888,4.8393,787
1,1,116,4.64,-1.9031,4.8703,787
1,1,117,4.68,-1.9338,4.916,787
1,1,118,4.72,-1.9601,4.9536,787
1,1,119,4.76,-1.9876,4.9955,787
1,1,120,4.8,-2.0255,5.0558,787
1,1,121,4.84,-2.0594,5.1081,787
1,1,122,4.88,-2.0947,5.1557,787
1,1,123,4.92,-2.131,5.2007,787
1,1,124,4.96,-2.1705,5.2478,787
1,1,125,5.0,-2.2054,5.2899,787
1,1,126,5.04,-2.2426,5.3164,787
1,1,127,5.08,-2.2765,5.3307,787
1,1,128,5.12,-2.3288,5.3807,787
1,1,129,5.16,-2.357,5.3915,787
1,1,130,5.2,-2.3968,5.4134,787
1,1,131,5.24,-2.4367,5.4263,787
1,1,132,5.28,-2.4743,5.4422,787
1,1,133,5.32,-2.514,5.4409,787
1,1,134,5.36,-2.574,5.4729,787
1,1,135,5.4,-2.6203,5.4875,787
1,1,136,5.44,-2.6681,5.4979,787
1,1,137,5.48,-2.7054,5.5148,787
1,1,138,5.52,-2.7452,5.5193,787
1,1,139,5.56,-2.7883,5.5432,787
1,1,140,5.6,-2.8295,5.5365,787
1,1,141,5.64,-2.8782,5.5537,787
1,1,142,5.68,-2.9308,5.5616,787
1,1,143,5.72,-2.9762,5.563,787
1,1,144,5.76,-3.0182,5.5495,787
1,1,145,5.8,-3.0548,5.5493,787
1,1,146,5.84,-3.0968,5.5246,787
1,1,147,5.88,-3.1504,5.5151,787
1,1,148,5.92,-3.206,5.5263,787
1,1,149,5.96,-3.2528,5.5137,787
1,1,150,6.0,-3.313,5.5346,787
1,1,151,6.04,-3.3642,5.53,787
1,1,152,6.08,-3.4068,5.5118,787
1,1,153,6.12,-3.4529,5.5053,787
1,1,154,6.16,-3.5004,5.4947,787
1,1,155,6.2,-3.5423,5.4766,787
1,1,156,6.24,-3.5799,5.4588,787
1,1,157,6.28,-3.6182,5.4311,787
1,1,158,6.32,-3.6652,5.419,787
1,1,159,6.36,-3.6962,5.3847,787
1,1,160,6.4,-3.7116,5.3266,787
1,1,161,6.44,-3.7457,5.2926,787
1,1,162,6.48,-3.7757,5.2606,787
1,1,163,6.52,-3.8156,5.2294,787
1,1,164,6.56,-3.8589,5.2099,787
1,1,165,6.6,-3.8834,5.1686,787
1,1,166,6.64,-3.9153,5.1402,787
1,1,167,6.68,-3.9479,5.1164,787
1,1,168,6.72,-3.9812,5.0823,787
1,1,169,6.76,-4.0088,5.0507,787
1,1,170,6.8,-4.0362,5.0164,787
1,1,171,6.84,-4.0636,4.9904,787
1,1,172,6.88,-4.0898,4.9486,787
1,1,173,6.92,-4.1148,4.8992,787
1,1,174,6.96,-4.1513,4.8668,787
1,1,175,7.0,-4.1581,4.8029,787
1,1,176,7.04,-4.1841,4.7574,787
1,1,177,7.08,-4.2196,4.7184,787
1,1,178,7.12,-4.2522,4.6727,787
1,1,179,7.16,-4.2812,4.6454,787
1,1,180,7.2,-4.3154,4.6079,787
1,1,181,7.24,-4.345,4.5704,787
1,1,182,7.28,-4.395,4.5485,787
1,1,183,7.32,-4.419,4.5098,787
1,1,184,7.36,-4.4408,4.4693,787
1,1,185,7.4,-4.4572,4.4267,787
1,1,186,7.44,-4.4681,4.374,787
1,1,187,7.48,-4.4803,4.3213,787
1,1,188,7.52,-4.4824,4.2672,787
1,1,189,7.56,-4.4831,4.2131,787
1,1,190,7.6,-4.4849,4.1604,787
1,1,191,7.64,-4.4891,4.1078,787
1,1,192,7.68,-4.4978,4.057,787
1,1,193,7.72,-4.5099,4.0137,787
1,1,194,7.76,-4.5193,3.9712,787
1,1,195,7.8,-4.5366,3.9301,787
1,1,196,7.84,-4.5479,3.8912,787
1,1,197,7.88,-4.566,3.8547,787
1,1,198,7.92,-4.5807,3.8138,787
1,1,199,7.96,-4.5936,3.7685,787
1,1,200,8.0,-4.5761,3.7065,787
1,1,201,8.04,-4.604,3.6691,787
1,1,202,8.08,-4.6088,3.6147,787
1,1,203,8.12,-4.6056,3.5658,787
1,1,204,8.16,-4.6163,3.5097,787
1,1,205,8.2,-4.6164,3.4547,787
1,1,206,8.24,-4.6214,3.4004,787
1,1,207,8.28,-4.6325,3.3507,787
1,1,208,8.32,-4.6493,3.3023,787
1,1,209,8.36,-4.6631,3.257,787
1,1,210,8.4,-4.6756,3.2134,787
1,1,211,8.44,-4.6848,3.1696,787
1,1,212,8.48,-4.6956,3.1275,787
1,1,213,8.52,-4.7001,3.082,787
1,1,214,8.56,-4.7043,3.0355,787
1,1,215,8.6,-4.7062,2.9859,787
1,1,216,8.64,-4.7052,2.9381,787
1,1,217,8.68,-4.7006,2.8879,787
1,1,218,8.72,-4.693,2.8361,787
1,1,219,8.76,-4.6844,2.781,787
1,1,220,8.8,-4.6755,2.7283,787
1,1,221,8.84,-4.6686,2.6776,787
1,1,222,8.88,-4.6631,2.6211,787
1,1,223,8.92,-4.6618,2.5698,787
1,1,224,8.96,-4.6645,2.5271,787
1,1,225,9.0,-4.6631,2.4783,787
1,1,226,9.04,-4.6617,2.4298,787
1,1,227,9.08,-4.6653,2.3832,787
1,1,228,9.12,-4.6656,2.3359,787
1,1,229,9.16,-4.6674,2.2896,787
1,1,230,9.2,-4.6631,2.2361,787
1,1,231,9.24,-4.6596,2.188,787
1,1,232,9.28,-4.6511,2.1325,787
1,1,233,9.32,-4.6409,2.077,787
1,1,234,9.36,-4.6302,2.0228,787
1,1,235,9.4,-4.621,1.967,787
1,1,236,9.44,-4.6119,1.9115,787
1,1,237,9.48,-4.6024,1.8517,787
1,1,238,9.52,-4.6046,1.8,787
1,1,239,9.56,-4.6065,1.7509,787
1,1,240,9.6,-4.5897,1.7043,787
1,1,241,9.64,-4.6077,1.6581,787
1,1,242,9.68,-4.6024,1.6121,787
1,1,243,9.72,-4.5877,1.5665,787
1,1,244,9.76,-4.5763,1.5225,787
1,1,245,9.8,-4.5575,1.4728,787
1,1,246,9.84,-4.5348,1.4273,787
1,1,247,9.88,-4.5093,1.381,787
1,1,248,9.92,-4.4827,1.3335,787
1,1,249,9.96,-4.4521,1.2877,787
1,1,250,10.0,-4.4188,1.2418,787
1,1,251,10.04,-4.3802,1.1938,787
1,1,252,10.08,-4.3574,1.1545,787
1,1,253,10.12,-4.3224,1.1079,787
1,1,254,10.16,-4.299,1.066,787
1,1,255,10.2,-4.2731,1.0256,787
1,1,256,10.24,-4.2478,0.9882,787
1,1,257,10.28,-4.2238,0.9496,787
1,1,258,10.32,-4.1975,0.9157,787
1,1,259,10.36,-4.1716,0.8796,787
1,1,260,10.4,-4.1409,0.8427,787
1,1,261,10.44,-4.1047,0.8074,787
1,1,262,10.48,-4.0716,0.7715,787
1,1,263,10.52,-4.0367,0.7344,787
1,1,264,10.56,-3.9946,0.6968,787
1,1,265,10.6,-3.9569,0.6581,787
1,1,266,10.64,-3.9184,0.6199,787
1,1,267,10.68,-3.8882,0.5809,787
1,1,268,10.72,-3.8522,0.5455,787
1,1,269,10.76,-3.8192,0.514,787
1,1,270,10.8,-3.7929,0.4847,787
1,1,271,10.84,-3.755,0.4583,787
1,1,272,10.88,-3.718,0.4359,787
1,1,273,10.92,-3.6796,0.415,787
1,1,274,10.96,-3.6429,0.3963,787
1,1,275,11.0,-3.5921,0.3834,787
1,1,276,11.04,-3.5458,0.3675,787
1,1,277,11.08,-3.4946,0.3528,787
1,1,278,11.12,-3.4438,0.3394,787
1,1,279,11.16,-3.3943,0.3293,787
1,1,280,11.2,-3.3422,0.3146,787
1,1,281,11.24,-3.2937,0.3143,787
1,1,282,11.28,-3.248,0.3053,787
1,1,283,11.32,-3.2042,0.3026,787
1,1,284,11.36,-3.161,0.3016,787
1,1,285,11.4,-3.116,0.2975,787
1,1,286,11.44,-3.0704,0.3025,787
1,1,287,11.48,-3.0275,0.2959,787
1,1,288,11.52,-2.9824,0.2962,787
1,1,289,11.56,-2.9373,0.3015,787
1,1,290,11.6,-2.8913,0.3004,787
1,1,291,11.64,-2.8411,0.3037,787
1,1,292,11.68,-2.7901,0.3065,787
1,1,293,11.72,-2.7372,0.3098,787
1,1,294,11.76,-2.6852,0.3077,787
1,1,295,11.8,-2.6296,0.3172,787
1,1,296,11.84,-2.5762,0.3212,787
1,1,297,11.88,-2.5279,0.3271,787
1,1,298,11.92,-2.4808,0.3317,787
1,1,299,11.96,-2.4419,0.3457,787
1,1,300,12.0,-2.4011,0.3582,787
1,1,301,12.04,-2.3592,0.3716,787
1,1,302,12.08,-2.3208,0.3851,787
1,1,303,12.12,-2.2743,0.3972,787
1,1,304,12.16,-2.2433,0.4211,787
1,1,305,12.2,-2.2012,0.4404,787
1,1,306,12.24,-2.1526,0.457,787
1,1,307,12.28,-2.116,0.4842,787
1,1,308,12.32,-2.0745,0.5113,787
1,1,309,12.36,-2.0328,0.5372,787
1,1,310,12.4,-1.993,0.5696,787
1,1,311,12.44,-1.956,0.6034,787
1,1,312,12.48,-1.9204,0.6385,787
1,1,313,12.52,-1.8851,0.6612,787
1,1,314,12.56,-1.8618,0.6987,787
1,1,315,12.6,-1.8351,0.7275,787
1,1,316,12.64,-1.806,0.7594,787
1,1,317,12.68,-1.7777,0.7894,787
1,1,318,12.72,-1.7453,0.8198,787
1,1,319,12.76,-1.7227,0.8516,787
1,1,320,12.8,-1.6946,0.8849,787
1,1,321,12.84,-1.6615,0.9219,787
1,1,322,12.88,-1.6381,0.9551,787
1,1,323,12.92,-1.6098,0.9984,787
1,1,324,12.96,-1.5853,1.0342,787
1,1,325,13.0,-1.5531,1.0796,787
1,1,326,13.04,-1.522,1.1269,787
1,1,327,13.08,-1.4906,1.1745,787
1,1,328,13.12,-1.4654,1.221,787
1,1,329,13.16,-1.4414,1.2676,787
1,1,330,13.2,-1.4259,1.3146,787
1,1,331,13.24,-1.4193,1.3601,787
1,1,332,13.28,-1.4025,1.4068,787
1,1,333,13.32,-1.3943,1.4547,787
1,1,334,13.36,-1.3859,1.5051,787
1,1,335,13.4,-1.3737,1.5504,787
1,1,336,13.44,-1.3675,1.5915,787
1,1,337,13.48,-1.3582,1.642,787
1,1,338,13.52,-1.3485,1.687,787
1,1,339,13.56,-1.3424,1.733,787
1,1,340,13.6,-1.3389,1.7872,787
1,1,341,13.64,-1.3375,1.8409,787
1,1,342,13.68,-1.3375,1.8935,787
1,1,343,13.72,-1.338,1.9426,787
1,1,344,13.76,-1.3386,1.9935,787
1,1,345,13.8,-1.334,2.0438,787
1,1,346,13.84,-1.3359,2.0907,787
1,1,347,13.88,-1.3292,2.1328,787
1,1,348,13.92,-1.3282,2.1796,787
1,1,349,13.96,-1.3229,2.2187,787
1,1,350,14.0,-1.3169,2.2586,787
1,1,351,14.04,-1.3095,2.3002,787
1,1,352,14.08,-1.3008,2.3371,787
1,1,353,14.12,-1.2922,2.3789,787
1,1,354,14.16,-1.2745,2.4264,787
1,1,355,14.2,-1.2765,2.4762,787
1,1,356,14.24,-1.2649,2.5328,787
1,1,357,14.28,-1.2586,2.5871,787
1,1,358,14.32,-1.2637,2.6443,787
1,1,359,14.36,-1.2533,2.6936,787
1,1,360,14.4,-1.2604,2.7464,787
1,1,361,14.44,-1.2635,2.796,787
1,1,362,14.48,-1.2656,2.8472,787
1,1,363,14.52,-1.2616,2.8923,787
1,1,364,14.56,-1.2655,2.9422,787
1,1,365,14.6,-1.266,2.9842,787
1,1,366,14.64,-1.2713,3.0297,787
1,1,367,14.68,-1.278,3.0721,787
1,1,368,14.72,-1.2848,3.118,787
1,1,369,14.76,-1.301,3.166,787
1,1,370,14.8,-1.3214,3.2184,787
1,1,371,14.84,-1.3328,3.269,787
1,1,372,14.88,-1.3459,3.3194,787
1,1,373,14.92,-1.3595,3.3731,787
1,1,374,14.96,-1.3797,3.4308,787
1,1,375,15.0,-1.3902,3.4817,787
1,1,376,15.04,-1.3936,3.5318,787
1,1,377,15.08,-1.4024,3.5797,787
1,1,378,15.12,-1.4018,3.6257,787
1,1,379,15.16,-1.404,3.6687,787
1,1,380,15.2,-1.3992,3.7107,787
1,1,381,15.24,-1.4008,3.7566,787
1,1,382,15.28,-1.3972,3.792,787
1,1,383,15.32,-1.3935,3.8423,787
1,1,384,15.36,-1.392,3.8911,787
1,1,385,15.4,-1.3926,3.9377,787
1,1,386,15.44,-1.3994,3.9996,787
1,1,387,15.48,-1.4005,4.0511,787
1,1,388,15.52,-1.3993,4.0997,787
1,1,389,15.56,-1.3974,4.1334,787
1,1,390,15.6,-1.4072,4.1951,787
1,1,391,15.64,-1.413,4.2439,787
1,1,392,15.68,-1.4247,4.2882,787
1,1,393,15.72,-1.4355,4.3335,787
1,1,394,15.76,-1.4462,4.3814,787
1,1,395,15.8,-1.4558,4.4166,787
1,1,396,15.84,-1.4669,4.4583,787
1,1,397,15.88,-1.4784,4.4963,787
1,1,398,15.92,-1.4939,4.5319,787
1,1,399,15.96,-1.5124,4.5652,787
1,1,400,16.0,-1.5283,4.6047,787
1,1,401,16.04,-1.5486,4.6504,787
1,1,402,16.08,-1.5782,4.6957,787
1,1,403,16.12,-1.6009,4.7342,787
1,1,404,16.16,-1.6237,4.779,787
1,1,405,16.2,-1.643,4.8148,787
1,1,406,16.24,-1.6619,4.8553,787
1,1,407,16.28,-1.6796,4.8914,787
1,1,408,16.32,-1.6975,4.9297,787
1,1,409,16.36,-1.7166,4.96,787
1,1,410,16.4,-1.7337,4.9932,787
1,1,411,16.44,-1.7595,5.0276,787
1,1,412,16.48,-1.7773,5.0627,787
1,1,413,16.52,-1.7988,5.0919,787
1,1,414,16.56,-1.8255,5.1245,787
1,1,415,16.6,-1.8458,5.1553,787
1,1,416,16.64,-1.8767,5.1879,787
1,1,417,16.68,-1.9014,5.2297,787
1,1,418,16.72,-1.9292,5.2782,787
1,1,419,16.76,-1.9624,5.3147,787
1,1,420,16.8,-1.9995,5.3613,787
1,1,421,16.84,-2.0304,5.3976,787
1,1,422,16.88,-2.061,5.43,787
1,1,423,16.92,-2.0909,5.4615,787
1,1,424,16.96,-2.1261,5.4843,787
1,1,425,17.0,-2.1542,5.5027,787
1,1,426,17.04,-2.193,5.5147,787
1,1,427,17.08,-2.2254,5.5324,787
1,1,428,17.12,-2.2576,5.5461,787
1,1,429,17.16,-2.2978,5.5522,787
1,1,430,17.2,-2.3336,5.557,787
1,1,431,17.24,-2.3738,5.5722,787
1,1,432,17.28,-2.4184,5.5866,787
1,1,433,17.32,-2.4619,5.5979,787
1,1,434,17.36,-2.5078,5.6154,787
1,1,435,17.4,-2.5438,5.6294,787
1,1,436,17.44,-2.5848,5.6397,787
1,1,437,17.48,-2.6251,5.6509,787
1,1,438,17.52,-2.6697,5.6614,787
1,1,439,17.56,-2.7074,5.6714,787
1,1,440,17.6,-2.7658,5.6934,787
1,1,441,17.64,-2.8066,5.6996,787
1,1,442,17.68,-2.834,5.6871,787
1,1,443,17.72,-2.878,5.6893,787
1,1,444,17.76,-2.9151,5.684,787
1,1,445,17.8,-2.9572,5.6841,787
1,1,446,17.84,-3.0064,5.6846,787
1,1,447,17.88,-3.0541,5.6942,787
1,1,448,17.92,-3.1021,5.6986,787
1,1,449,17.96,-3.1559,5.7076,787
1,1,450,18.0,-3.2168,5.7242,787
1,1,451,18.04,-3.2644,5.7296,787
1,1,452,18.08,-3.2956,5.7178,787
1,1,453,18.12,-3.339,5.7117,787
1,1,454,18.16,-3.3803,5.7035,787
1,1,455,18.2,-3.4179,5.6892,787
1,1,456,18.24,-3.4572,5.6716,787
1,1,457,18.28,-3.4953,5.6519,787
1,1,458,18.32,-3.5465,5.6431,787
1,1,459,18.36,-3.5754,5.622,787
1,1,460,18.4,-3.6088,5.595,787
1,1,461,18.44,-3.6391,5.5704,787
1,1,462,18.48,-3.6757,5.5432,787
1,1,463,18.52,-3.7084,5.5244,787
1,1,464,18.56,-3.7464,5.5037,787
1,1,465,18.6,-3.779,5.4859,787
1,1,466,18.64,-3.8099,5.4704,787
1,1,467,18.68,-3.8439,5.4498,787
1,1,468,18.72,-3.884,5.4307,787
1,1,469,18.76,-3.9161,5.4111,787
1,1,470,18.8,-3.9409,5.3918,787
1,1,471,18.84,-3.9638,5.3687,787
1,1,472,18.88,-4.0068,5.3424,787
1,1,473,18.92,-4.033,5.3106,787
1,1,474,18.96,-4.0609,5.2799,787
1,1,475,19.0,-4.0851,5.2446,787
1,1,476,19.04,-4.1103,5.2086,787
1,1,477,19.08,-4.1316,5.1746,787
1,1,478,19.12,-4.1743,5.1421,787
1,1,479,19.16,-4.2075,5.1112,787
1,1,480,19.2,-4.2415,5.0828,787
1,1,481,19.24,-4.2495,5.0439,787
1,1,482,19.28,-4.3034,5.0301,787
1,1,483,19.32,-4.331,5.0004,787
1,1,484,19.36,-4.328,4.9549,787
1,1,485,19.4,-4.3441,4.918,787
1,1,486,19.44,-4.3763,4.8946,787
1,1,487,19.48,-4.3895,4.8505,787
1,1,488,19.52,-4.3987,4.796,787
1,1,489,19.56,-4.4134,4.7528,787
1,1,490,19.6,-4.4181,4.7053,787
1,1,491,19.64,-4.3999,4.634,787
1,1,492,19.68,-4.419,4.6105,787
1,1,493,19.72,-4.428,4.5641,787
1,1,494,19.76,-4.4311,4.5291,787
1,1,495,19.8,-4.4455,4.4892,787
1,1,496,19.84,-4.4559,4.452,787
1,1,497,19.88,-4.4689,4.4198,787
1,1,498,19.92,-4.4772,4.3766,787
1,1,499,19.96,-4.4891,4.3386,787
1,1,500,20.0,-4.4982,4.2997,787
1,1,501,20.04,-4.5027,4.2646,787
1,1,502,20.08,-4.5169,4.2215,787
1,1,503,20.12,-4.5186,4.1777,787
1,1,504,20.16,-4.4996,4.1227,787
1,1,505,20.2,-4.5226,4.0789,787
1,1,506,20.24,-4.5269,4.032,787
1,1,507,20.28,-4.5335,3.9917,787
1,1,508,20.32,-4.5372,3.9348,787
1,1,509,20.36,-4.5478,3.8904,787
1,1,510,20.4,-4.5616,3.8466,787
1,1,511,20.44,-4.5747,3.8035,787
1,1,512,20.48,-4.5894,3.7648,787
1,1,513,20.52,-4.6016,3.725,787
1,1,514,20.56,-4.6082,3.687,787
1,1,515,20.6,-4.6161,3.6462,787
1,1,516,20.64,-4.6192,3.601,787
1,1,517,20.68,-4.6199,3.5599,787
1,1,518,20.72,-4.618,3.5139,787
1,1,519,20.76,-4.6134,3.4685,787
1,1,520,20.8,-4.6051,3.4217,787
1,1,521,20.84,-4.5958,3.3744,787
1,1,522,20.88,-4.5868,3.3255,787
1,1,523,20.92,-4.5757,3.2803,787
1,1,524,20.96,-4.5684,3.236,787
1,1,525,21.0,-4.5663,3.1924,787
1,1,526,21.04,-4.5642,3.1496,787
1,1,527,21.08,-4.5668,3.1093,787
1,1,528,21.12,-4.5667,3.0661,787
1,1,529,21.16,-4.5723,3.0268,787
1,1,530,21.2,-4.5721,2.9862,787
1,1,531,21.24,-4.5733,2.9434,787
1,1,532,21.28,-4.5743,2.899,787
1,1,533,21.32,-4.5721,2.8524,787
1,1,534,21.36,-4.5633,2.8049,787
1,1,535,21.4,-4.5593,2.7567,787
1,1,536,21.44,-4.5521,2.7086,787
1,1,537,21.48,-4.5479,2.6592,787
1,1,538,21.52,-4.5502,2.6142,787
1,1,539,21.56,-4.5483,2.5628,787
1,1,540,21.6,-4.5536,2.5156,787
1,1,541,21.64,-4.5594,2.4707,787
1,1,542,21.68,-4.568,2.4272,787
1,1,543,21.72,-4.572,2.3825,787
1,1,544,21.76,-4.5726,2.3392,787
1,1,545,21.8,-4.5731,2.2993,787
1,1,546,21.84,-4.5749,2.258,787
1,1,547,21.88,-4.5744,2.2176,787
1,1,548,21.92,-4.5715,2.1755,787
1,1,549,21.96,-4.5634,2.1301,787
1,1,550,22.0,-4.554,2.0877,787
1,1,551,22.04,-4.5364,2.0401,787
1,1,552,22.08,-4.5173,1.9888,787
1,1,553,22.12,-4.4968,1.9454,787
1,1,554,22.16,-4.4767,1.896,787
1,1,555,22.2,-4.4635,1.8501,787
1,1,556,22.24,-4.4515,1.8066,787
1,1,557,22.28,-4.4378,1.7617,787
1,1,558,22.32,-4.429,1.7186,787
1,1,559,22.36,-4.4169,1.6721,787
1,1,560,22.4,-4.4074,1.6323,787
1,1,561,22.44,-4.3986,1.5954,787
1,1,562,22.48,-4.3881,1.5551,787
1,1,563,22.52,-4.3646,1.5064,787
1,1,564,22.56,-4.3607,1.4721,787
1,1,565,22.6,-4.3441,1.4272,787
1,1,566,22.64,-4.3255,1.3831,787
1,1,567,22.68,-4.303,1.3306,787
1,1,568,22.72,-4.2843,1.285,787
1,1,569,22.76,-4.256,1.2368,787
1,1,570,22.8,-4.2232,1.1902,787
1,1,571,22.84,-4.2051,1.1408,787
1,1,572,22.88,-4.1989,1.0986,787
1,1,573,22.92,-4.177,1.0544,787
1,1,574,22.96,-4.1638,1.0109,787
1,1,575,23.0,-4.1448,0.9701,787
1,1,576,23.04,-4.1164,0.9352,787
1,1,577,23.08,-4.0909,0.8975,787
1,1,578,23.12,-4.0648,0.8643,787
1,1,579,23.16,-4.0302,0.8321,787
1,1,580,23.2,-3.9936,0.801,787
1,1,581,23.24,-3.9589,0.7714,787
1,1,582,23.28,-3.9121,0.739,787
1,1,583,23.32,-3.873,0.7149,787
1,1,584,23.36,-3.8273,0.6901,787
1,1,585,23.4,-3.779,0.6638,787
1,1,586,23.44,-3.7372,0.6425,787
1,1,587,23.48,-3.6983,0.6221,787
1,1,588,23.52,-3.662,0.6082,787
1,1,589,23.56,-3.627,0.5913,787
1,1,590,23.6,-3.5995,0.5708,787
1,1,591,23.64,-3.5647,0.5511,787
1,1,592,23.68,-3.5288,0.5358,787
1,1,593,23.72,-3.4975,0.5282,787
1,1,594,23.76,-3.4569,0.5106,787
1,1,595,23.8,-3.4182,0.4956,787
1,1,596,23.84,-3.3787,0.4833,787
1,1,597,23.88,-3.3325,0.4639,787
1,1,598,23.92,-3.2855,0.4519,787
1,1,599,23.96,-3.2404,0.437,787
1,1,600,24.0,-3.1911,0.4257,787
1,1,601,24.04,-3.1441,0.4118,787
1,1,602,24.08,-3.0969,0.3977,787
1,1,603,24.12,-3.0574,0.3792,787
1,1,604,24.16,-3.0077,0.3697,787
1,1,605,24.2,-2.9732,0.3573,787
1,1,606,24.24,-2.929,0.3492,787
1,1,607,24.28,-2.8886,0.3442,787
1,1,608,24.32,-2.8456,0.3411,787
1,1,609,24.36,-2.8027,0.3397,787
1,1,610,24.4,-2.7589,0.3414,787
1,1,611,24.44,-2.7161,0.3443,787
